792,0,489,0,1008,  3712, 15772, -1224,  -600,   236,  -242
795,0,0,0,1008,  3284, 15232, -1080,   203,  1106,   -55
795,0,327,0,1008,  3676, 15132, -1068,   322,   530,  -171
773,0,656,0,1009,  3684, 14760,  -332,   985, -1727,   469
766,0,649,0,1009,  3076, 15328,  -896,   734, -1542,  -143
772,0,637,0,1008,  3576, 15588, -1632,   279,  -401,  -214
775,0,642,0,1009,  4560, 15624, -1120,  -252,    75,   -16
769,0,665,0,1009,  4000, 15536,  -880,  -169,  -433,   109
773,0,654,0,1008,  3608, 15620, -1080,  -465,  -263,   -48
773,0,689,0,1009,  3920, 16260,  -884,  -284,  -464,   128
770,0,705,0,1009,  4420, 16272,  -732,  -857,   841,   -15
769,0,57,0,1007,  5456, 16364,  -856,  -699,  -342,  -151
748,0,138,0,1008,  4312, 16064,  -816,  -901, -1900,   217
757,0,100,0,1008,  4248, 15924,  -792,  -677, -1032,   -75
778,0,371,0,1008,  4240, 15480,  -840,  -877,    44,  -141
783,0,144,0,1008,  3844, 15656, -1280, -1055,   283,  -211
779,0,176,0,1008,  3536, 15600, -1220, -1313,  -234,   237
779,0,396,0,1009,  3268, 15340,  -636, -1211,   199,   258
778,0,413,0,1008,  3000, 15288,  -916, -1010,   390,   145
780,0,289,0,1009,  2712, 15192, -1056,    33,   -70,     6
783,0,407,0,1008,  2860, 15168, -1044,   161,  -267,  -215
774,0,625,0,1008,  3296, 14828,  -828,  -407,  -783,   367
772,0,596,0,1008,  3260, 15420, -1152,  -671, -1672,   397
777,0,361,0,1008,  2680, 15604,  -860,  -397, -1089,  -145
777,0,129,0,1007,  3052, 16136,  -628,   461,  -748,   441
774,0,188,0,1008,  3412, 15852, -1240,  -233,  -297,   261
776,0,253,0,1008,  3720, 15824,  -860,  -130,  -279,  -120
776,0,519,0,1008,  3568, 15700,  -748,  -501,  -156,   -48
779,0,605,0,1008,  3720, 15588, -1188,  -698,   144,  -164
784,0,616,0,1009,  3756, 15204,  -612,  -908,    80,   -37
786,0,660,0,1008,  3816, 15104,  -796,  -906,  -558,  -277
783,0,447,0,1008,  3400, 15692, -1188, -1404, -2199,   242
784,0,249,0,1008,  2816, 15428,  -796, -1459, -1819,   381
789,0,0,0,1007,  2352, 15036,  -220,  -332,  -599,     4
786,0,65,0,1007,  2740, 15324,  -416,   153,  -337,    52
781,0,0,0,1004,  2496, 15108, -1268,   358,  1690,  -427
764,0,0,0,1006,  3408, 15052,  -452,  -133,   142,  -238
774,0,0,0,1006,  3596, 15312,  -576,   -86,  -328,     3
776,0,0,0,1004,  4580, 15796,  -964, -2093, -5567, -2794
786,0,0,0,1003,  2096, 15984,  -256,  -809,  -838,  -516
786,0,392,0,1003,  2124, 15740,  -440,    14,  -568,  -148
785,0,463,0,1004,  3200, 15644,  -292,   603,   312,   599
787,0,591,0,1003,  3884, 15544,  -248,   105,   256,   282
792,0,645,0,1004,  2980, 15528,  -748,   -46,  -185,   -54
788,0,626,0,1004,  3124, 15464,  -500,   321,  -705,   217
788,0,592,0,1004,  3204, 15660,  -764,  -852, -1138,   551
777,0,550,0,1004,  2248, 14976,  -384,  -928, -1059,   230
775,0,626,0,1004,  3080, 15444,  -384,  -444,   241,   -74
783,0,645,0,1006,  3332, 15496,  -688,  -112,   723,  -187
783,0,641,0,1004,  2396, 15240,  -896,  -579, -1852,   242
780,0,426,0,1005,   872, 15520,  -272,  -488,  -718,  -138
779,0,454,0,1003,  1672, 15784,  -396,   407,  -806,    84
779,0,465,0,1003,  2236, 15496,  -828,   675,   -31,    73
781,0,506,0,1003,  2648, 15748,  -320,    71,  -920,   239
780,0,518,0,1003,  3292, 15924,  -548,    82, -1456,   327
782,0,519,0,1003,  2440, 15864, -1008,   269,  -751,   409
781,0,0,0,1003,  2616, 15960,  -848,    72,  2831,    90
782,0,0,0,1004,  4268, 15852,  -396,  -268,   735,  -366
781,0,0,0,1005,  2976, 15652,  -320,  -412,   322,  -191
780,0,0,0,1005,  2640, 15544,  -908,  -384,  -647,   357
777,0,510,0,1004,  1312, 15132, -1052,  -591, -1101,   313
776,0,619,0,1004,  1364, 15392,  -736,  -831,  1771,  -292
773,0,611,0,1004,  2160, 15552, -1212,  -465,  1126,  -302
772,0,0,0,1005,  2308, 15432,  -940,  -171,   220,  -179
