734,719,0,999,1000,  2848, 15396,  2788,  -770,  -190,   257
733,1,0,998,999,  3944, 15952,  2044,   411,  -471,  -130
734,0,0,998,999,  3464, 16104,  1856,   196,   -63,  -460
727,0,0,998,1001,  2756, 16236,  2356,   497,  -105,  -213
735,1,0,998,1002,  3392, 15984,  1904,   455,  -638,   143
731,0,0,999,1002,  3708, 15844,  1368,   666, -1071,  -455
734,0,0,998,1003,  2916, 16216,   944,  -554,  -934,  -331
734,0,0,998,1002,  2912, 16212,  1360,  -789,   548,    72
735,0,0,999,1003,  3576, 15976,  1856,  -360,   514,   418
730,0,0,998,1002,  3400, 16244,  1316,  -534,    -8,  -216
729,0,0,998,1002,  2920, 16092,  1648,  -311,   -44,     3
735,0,0,998,1002,  3228, 15936,  1148,  -333,    60,   127
728,0,0,997,1002,  2808, 16116,  1344,  -715,   139,  -420
726,0,0,996,1001,  2604, 15996,  1820,  -705,   185,   -57
728,0,0,996,1002,  3016, 16180,  1584,  -259,    -9,  -280
725,0,0,996,1002,  3032, 16064,  1220,  -207,  -185,  -192
722,0,0,995,1002,  2920, 16064,  1440,  -459,   -26,    50
740,0,0,993,1002,  3396, 16008,  1464,  -441,   167,  -106
745,0,0,995,1002,  2976, 16184,  1608,  -501,    44,    -4
743,0,0,994,1003,  3108, 16056,  1776,  -251,    87,    49
747,0,0,994,1003,  2800, 15976,  1632,   496,   150,  -128
745,659,0,995,1004,  3436, 15924,  1148,   127,   216,     2
746,665,0,995,1004,  3200, 16000,  1084,  -621,  -211,   -43
736,666,0,995,1004,  2884, 15840,  1524,  -811,   185,    37
744,657,0,995,1004,  2852, 15884,  1368,  -751,   102,   146
741,653,0,996,1004,  3012, 16012,  1644,  -705,   483,   -49
716,683,0,996,1002,  3480, 15936,  1324,  -559,   608,  -257
739,673,0,994,1001,  2080, 15804,  1468, -1150,   416,  -725
732,630,0,996,1002,  2216, 16116,  2304,  -885,    15,    72
743,627,0,995,1003,  2832, 15904,  2192,  -306,  -147,    72
733,510,0,995,1003,  2872, 16076,  1872,     0,  -553,  -286
728,566,0,995,1003,  2860, 16248,  1028,  -656,  -204, -1009
739,560,0,996,1003,  1600, 16256,  1144, -1006,  -115,  -438
739,654,0,996,1004,  2396, 16172,  2208,  -665,   687,   514
733,664,0,996,1004,  3092, 15860,  2052,  -456,   762,   432
724,673,0,997,1003,  2884, 15836,  1892,  -249,   -67,  -148
741,0,0,996,1002,  2264, 15816,  1828,  -375,   -25,  -220
738,0,0,996,1002,  2264, 16012,  1328,  -154,   -38,  -144
765,0,0,996,1002,  2100, 16152,  1204,  -393,   293,   -54
758,0,0,996,1001,  2280, 15988,  1304,  -755,   417,    90
744,0,0,996,1000,  2144, 15568,  1832, -1151,    22,   617
750,0,0,996,999,  2448, 15228,  1988,  -910,  -200,   329
743,656,0,996,1000,  2604, 15928,  1660,    -4, -1219,   385
719,666,0,997,1000,  2944, 15884,  1500,   -70,  -248,    96
726,648,0,996,999,  3044, 16008,  1688,   -30,  -272,  -146
741,648,0,996,999,  3236, 15648,  1236,  -212,   110,  -137
704,647,0,996,1000,  3052, 15928,  1332,  -145,    57,  -204
744,651,0,996,1001,  2488, 15624,  1336,  -385,    26,   140
738,651,0,996,1001,  2988, 15640,  1100,  -480,    89,   124
735,836,0,996,1000,  2776, 15736,  1252,  -644,  -299,   697
712,0,0,996,1000,  2724, 15228,  1156,  -349,   -14,    35
731,845,0,996,1001,  2868, 15768,  1376,  -198,   -89,   -15
730,864,0,996,1000,  3600, 15072,  1420,   109,   468,   562
724,852,0,997,999,  2968, 15648,  1064, -1304,  -951,    21
714,868,0,996,998,  2736, 15572,   952,  -468,   -15,    72
713,884,0,997,999,  3032, 15704,   920,  -932,   646,  -150
709,792,0,996,999,  2608, 15852,  1068,  -158,   666,  -493
